1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,512.5,513.5,514.5,515.5,516.5,517.5,518.5,519.5,520.5,521.5,522.5,523.5,524.5,525.5,526.5,527.5,528.5,529.5,530.5,531.5,532.5,533.5,534.5,535.5,536.5,537.5,538.5,539.5,540.5,541.5,542.5,543.5,544.5,545.5,546.5,547.5,548.5,549.5,550.5,551.5,552.5,553.5,554.5,555.5,556.5,557.5,558.5,559.5,560.5,561.5,562.5,563.5,564.5,565.5,566.5,567.5,568.5,569.5,570.5,571.5,572.5,573.5,574.5,575.5,576.5,577.5,578.5,579.5,580.5,581.5,582.5,583.5,584.5,585.5,586.5,587.5,588.5,589.5,590.5,591.5,592.5,593.5,594.5,595.5,596.5,597.5,598.5,599.5,600.5,601.5,602.5,603.5,604.5,605.5,606.5,607.5,608.5,609.5,610.5,611.5,612.5,613.5,614.5,615.5,616.5,617.5,618.5,619.5,620.5,621.5,622.5,623.5,624.5,625.5,626.5,627.5,628.5,629.5,630.5,631.5,632.5,633.5,634.5,635.5,636.5,637.5,638.5,639.5,640.5,641.5,642.5,643.5,644.5,645.5,646.5,647.5,648.5,649.5,650.5,651.5,652.5,653.5,654.5,655.5,656.5,657.5,658.5,659.5,660.5,661.5,662.5,663.5,664.5,665.5,666.5,667.5,668.5,669.5,670.5,671.5,672.5,673.5,674.5,675.5,676.5,677.5,678.5,679.5,680.5,681.5,682.5,683.5,684.5,685.5,686.5,687.5,688.5,689.5,690.5,691.5,692.5,693.5,694.5,695.5,696.5,697.5,698.5,699.5,700.5,701.5,702.5,703.5,704.5,705.5,706.5,707.5,708.5,709.5,710.5,711.5,712.5,713.5,714.5,715.5,716.5,717.5,718.5,719.5,720.5,721.5,722.5,723.5,724.5,725.5,726.5,727.5,728.5,729.5,730.5,731.5,732.5,733.5,734.5,735.5,736.5,737.5,738.5,739.5,740.5,741.5,742.5,743.5,744.5,745.5,746.5,747.5,748.5,749.5,750.5,751.5,752.5,753.5,754.5,755.5,756.5,757.5,758.5,759.5,760.5,761.5,762.5,763.5,764.5,765.5,766.5,767.5,768.5,769.5,770.5,771.5,772.5,773.5,774.5,775.5,776.5,777.5,778.5,779.5,780.5,781.5,782.5,783.5,784.5,785.5,786.5,787.5,788.5,789.5,790.5,791.5,792.5,793.5,794.5,795.5,796.5,797.5,798.5,799.5,800.5,801.5,802.5,803.5,804.5,805.5,806.5,807.5,808.5,809.5,810.5,811.5,812.5,813.5,814.5,815.5,816.5,817.5,818.5,819.5,820.5,821.5,822.5,823.5,824.5,825.5,826.5,827.5,828.5,829.5,830.5,831.5,832.5,833.5,834.5,835.5,836.5,837.5,838.5,839.5,840.5,841.5,842.5,843.5,844.5,845.5,846.5,847.5,848.5,849.5,850.5,851.5,852.5,853.5,854.5,855.5,856.5,857.5,858.5,859.5,860.5,861.5,862.5,863.5,864.5,865.5,866.5,867.5,868.5,869.5,870.5,871.5,872.5,873.5,874.5,875.5,876.5,877.5,878.5,879.5,880.5,881.5,882.5,883.5,884.5,885.5,886.5,887.5,888.5,889.5,890.5,891.5,892.5,893.5,894.5,895.5,896.5,897.5,898.5,899.5,900.5,901.5,902.5,903.5,904.5,905.5,906.5,907.5,908.5,909.5,910.5,911.5,912.5,913.5,914.5,915.5,916.5,917.5,918.5,919.5,920.5,921.5,922.5,923.5,924.5,925.5,926.5,927.5,928.5,929.5,930.5,931.5,932.5,933.5,934.5,935.5,936.5,937.5,938.5,939.5,940.5,941.5,942.5,943.5,944.5,945.5,946.5,947.5,948.5,949.5,950.5,951.5,952.5,953.5,954.5,955.5,956.5,957.5,958.5,959.5,
(1 37253.65),(2 17830.682),(3 39736.66),(4 10354.927),(5 42773.895),(6 20982.12),(7 44237.863),(8 15836.078),(9 45609),(10 19722.295),(11 45911.74),(12 16155.825),(13 44820.55),(14 22705.967),(15 45393.168),(16 13794.438),(17 44908.83),(18 24416.672),(19 44798.76),(20 9492.944),(21 45075.285),(22 24680.553),(23 45202.605),(24 14633.003),(25 46421.39),(26 23961.227),(27 46749.26),(28 17865.273),(29 46841.24),(30 21515.186),(31 48767.76),(32 19467.494),(33 47550.84),(34 24905.104),(35 48191.066),(36 16794.895),(37 46973.043),(38 25635.584),(39 47085.566),(40 12157.629),(41 47206.156),(42 26261.04),(43 48134.656),(44 18363.787),(45 49223.27),(46 26012.99),(47 50533.12),(48 22658.361),(49 50492.24),(50 23837.766),(51 51460.88),(52 23007.078),(53 50161.3),(54 26714.479),(55 50808.543),(56 20735.768),(57 50093.254),(58 28327.541),(59 50975.047),(60 16779.29),(61 50934.098),(62 29170.693),(63 51563.004),(64 22490.479),(65 52476.5),(66 28362.615),(67 53473.035),(68 26421.99),(69 54180.668),(70 26623.146),(71 55574.605),(72 28073.805),(73 54847.656),(74 31179.338),(75 56062.324),(76 26770.229),(77 55943.906),(78 33856.8),(79 55757.754),
(1 62.289005),(2 83.91284),(3 101.14225),(4 113.38238),(5 119.14633),(6 125.35853),(7 128.51556),(8 130.1682),(9 137.59622),(10 120.27157),(11 141.95299),(12 139.57123),(13 142.0429),(14 144.13344),(15 143.78162),(16 145.95537),(17 145.54564),(18 144.12756),(19 147.63576),(20 128.29825),(21 148.74738),(22 146.32776),(23 147.99823),(24 149.63802),(25 148.8382),(26 150.31328),(27 149.43799),(28 148.11067),(29 151.60634),(30 133.08952),(31 152.42047),(32 150.31181),(33 152.22488),(34 154.3595),(35 153.59648),(36 154.92348),(37 154.08609),(38 152.72818),(39 155.77565),(40 137.90648),(41 155.93123),(42 153.43163),(43 154.72742),(44 156.25275),(45 155.43295),(46 156.65205),(47 155.27466),(48 153.87987),(49 156.52089),(50 139.64046),(51 156.78554),(52 154.4842),(53 155.68542),(54 157.2752),(55 156.57841),(56 157.76727),(57 156.40807),(58 155.15901),(59 157.67151),(60 141.74059),(61 157.90907),(62 155.86136),(63 156.61827),(64 157.8719),(65 157.31364),(66 158.75638),(67 157.20566),(68 155.56032),(69 157.97348),(70 143.16792),(71 158.39189),(72 156.00946),(73 156.6353),(74 157.92986),(75 157.33957),(76 158.43323),(77 156.94972),(78 155.88834),(79 158.09082),
(1 62.57922),(2 83.96578),(3 101.685234),(4 113.72916),(5 119.78804),(6 125.883),(7 129.7655),(8 131.4426),(9 138.95837),(10 121.433014),(11 143.27025),(12 140.46812),(13 142.98457),(14 144.98291),(15 144.63814),(16 146.36147),(17 146.49413),(18 144.9199),(19 148.80054),(20 129.25285),(21 150.0244),(22 147.25194),(23 149.08354),(24 150.34932),(25 149.54443),(26 150.6947),(27 149.83931),(28 147.99345),(29 152.03677),(30 133.6686),(31 153.29683),(32 150.84529),(33 152.77457),(34 154.39983),(35 153.60153),(36 154.77719),(37 154.11066),(38 152.51793),(39 156.06155),(40 138.3284),(41 156.75024),(42 154.25449),(43 155.59726),(44 156.77702),(45 156.003),(46 157.15034),(47 156.16388),(48 154.2806),(49 157.35185),(50 140.44205),(51 157.56859),(52 154.95955),(53 156.23677),(54 157.53297),(55 156.85715),(56 157.80058),(57 156.7759),(58 155.0335),(59 158.02942),(60 142.15598),(61 158.51015),(62 156.26408),(63 157.11798),(64 158.08267),(65 157.56485),(66 158.66444),(67 157.79684),(68 156.106),(69 158.92249),(70 144.0176),(71 159.11787),(72 156.67784),(73 157.6849),(74 158.76755),(75 158.07787),(76 158.6765),(77 157.744),(78 156.44835),(79 158.89299),
(1 62.48888),(2 83.83422),(3 101.684166),(4 113.05673),(5 119.33008),(6 125.123535),(7 129.10236),(8 130.62836),(9 138.42558),(10 121.076996),(11 143.15775),(12 140.57591),(13 143.06938),(14 144.79208),(15 145.05836),(16 146.8368),(17 146.94125),(18 145.37039),(19 148.9881),(20 129.23824),(21 149.74606),(22 147.022),(23 149.22879),(24 150.42043),(25 150.21373),(26 151.26929),(27 150.76718),(28 149.08919),(29 152.57394),(30 134.09695),(31 153.34634),(32 150.92017),(33 153.01476),(34 154.39412),(35 154.20638),(36 155.10764),(37 154.85486),(38 153.07558),(39 156.33897),(40 138.28635),(41 156.50972),(42 154.29779),(43 155.75266),(44 156.61487),(45 156.1561),(46 157.17952),(47 156.37312),(48 154.61992),(49 157.36574),(50 140.47449),(51 157.63713),(52 155.09094),(53 156.61203),(54 157.51851),(55 157.01996),(56 157.7752),(57 156.88562),(58 155.261),(59 157.9612),(60 142.06389),(61 158.13919),(62 156.05623),(63 157.28157),(64 158.12813),(65 158.09122),(66 159.0079),(67 158.05595),(68 156.17148),(69 158.69916),(70 143.94354),(71 159.04332),(72 156.78104),(73 157.96416),(74 158.89497),(75 158.65164),(76 159.31152),(77 158.1998),(78 156.86688),(79 158.96811),
(1 62.19078),(2 83.51227),(3 101.20274),(4 112.33499),(5 118.86661),(6 124.50816),(7 128.48169),(8 129.9118),(9 137.62816),(10 120.42994),(11 142.22263),(12 139.72104),(13 142.23355),(14 143.72993),(15 143.81384),(16 145.22934),(17 145.60846),(18 143.88116),(19 147.5817),(20 128.19194),(21 148.56284),(22 146.04391),(23 148.44565),(24 149.34286),(25 149.26625),(26 150.12595),(27 149.96129),(28 148.15765),(29 151.66516),(30 133.14542),(31 152.04816),(32 149.55048),(33 151.54543),(34 152.76717),(35 152.67093),(36 153.30702),(37 153.09483),(38 151.34987),(39 154.43929),(40 136.92986),(41 154.75159),(42 152.52386),(43 154.1061),(44 154.93004),(45 154.45638),(46 155.38016),(47 154.76714),(48 152.8713),(49 155.76042),(50 139.28737),(51 155.90683),(52 153.60953),(53 155.42702),(54 156.53691),(55 156.01129),(56 156.42319),(57 155.6747),(58 153.91698),(59 156.27692),(60 140.66519),(61 156.42047),(62 154.55772),(63 155.90132),(64 156.65767),(65 156.5074),(66 157.35458),(67 156.75455),(68 155.0109),(69 157.81029),(70 143.70706),(71 158.32135),(72 156.17564),(73 157.32362),(74 158.26978),(75 157.95564),(76 158.48878),(77 157.74072),(78 156.25543),(79 158.37885),
(1 62.897038),(2 84.27884),(3 102.320015),(4 113.32926),(5 120.010475),(6 125.31082),(7 129.66212),(8 131.05182),(9 138.74828),(10 121.12606),(11 143.6573),(12 141.20488),(13 143.88495),(14 144.9802),(15 145.55309),(16 146.59157),(17 147.34438),(18 145.11343),(19 148.61794),(20 128.82478),(21 149.95285),(22 147.44075),(23 149.9031),(24 150.76285),(25 151.08203),(26 151.67012),(27 151.6234),(28 149.415),(29 152.83195),(30 133.8302),(31 153.46136),(32 151.07208),(33 153.3532),(34 154.34854),(35 154.4823),(36 154.83887),(37 154.9438),(38 152.95065),(39 156.11736),(40 138.21701),(41 156.69324),(42 154.42607),(43 156.32632),(44 156.92116),(45 156.82202),(46 157.33882),(47 156.8774),(48 154.75485),(49 157.20004),(50 140.4035),(51 157.44997),(52 155.08623),(53 156.84703),(54 157.61395),(55 157.43932),(56 157.54474),(57 157.05717),(58 155.12685),(59 157.49876),(60 141.7984),(61 158.06876),(62 156.13646),(63 157.60602),(64 157.95067),(65 157.90529),(66 158.44435),(67 158.10202),(68 156.28947),(69 158.88515),(70 144.49875),(71 159.53413),(72 157.28935),(73 158.3484),(74 158.9837),(75 159.14236),(76 159.37297),(77 158.86237),(78 157.33286),(79 159.08484),
(1 62.586426),(2 84.072266),(3 102.26776),(4 113.235374),(5 120.38865),(6 125.49726),(7 130.1567),(8 131.26675),(9 138.58646),(10 120.84142),(11 143.03862),(12 140.66725),(13 143.63264),(14 144.5643),(15 145.48727),(16 146.24861),(17 147.29153),(18 145.32378),(19 148.67033),(20 129.1196),(21 150.10771),(22 147.49316),(23 149.98938),(24 150.62988),(25 151.11353),(26 151.39328),(27 151.57747),(28 149.47289),(29 152.8822),(30 134.63321),(31 154.0227),(32 151.54279),(33 153.95444),(34 154.74542),(35 155.02838),(36 154.97504),(37 154.9419),(38 152.77878),(39 155.70625),(40 137.76843),(41 155.82834),(42 153.54485),(43 155.22256),(44 155.45619),(45 155.95454),(46 156.55508),(47 156.51416),(48 154.37524),(49 157.05495),(50 140.74066),(51 157.48984),(52 155.2863),(53 157.091),(54 157.32141),(55 157.48802),(56 157.62292),(57 157.46066),(58 155.47679),(59 157.88524),(60 142.57585),(61 158.38194),(62 156.49136),(63 157.93115),(64 157.8648),(65 158.10788),(66 158.3231),(67 158.39836),(68 156.69061),(69 159.25699),(70 145.42798),(71 159.99342),(72 157.81224),(73 158.9176),(74 158.92729),(75 158.72752),(76 158.54846),(77 158.14178),(78 156.34564),(79 158.20038),
(1 62.802902),(2 83.96105),(3 102.63172),(4 113.07709),(5 120.688934),(6 125.579796),(7 130.87682),(8 131.62244),(9 139.27097),(10 121.31276),(11 143.83826),(12 141.2625),(13 144.64252),(14 145.34775),(15 146.68721),(16 146.97603),(17 148.26563),(18 145.83438),(19 149.25662),(20 129.3544),(21 150.56667),(22 148.22368),(23 150.99551),(24 151.38),(25 152.1557),(26 151.98923),(27 152.90103),(28 150.4399),(29 153.77676),(30 135.2968),(31 154.73685),(32 152.27667),(33 154.9675),(34 155.36913),(35 155.75339),(36 155.24548),(37 155.96358),(38 153.4839),(39 156.41258),(40 138.61377),(41 156.94185),(42 154.65712),(43 156.88185),(44 156.76135),(45 157.27092),(46 157.25183),(47 157.59822),(48 155.21431),(49 157.87431),(50 141.40373),(51 158.15706),(52 155.50294),(53 157.36499),(54 157.15631),(55 157.56828),(56 157.11885),(57 157.31287),(58 154.6659),(59 157.09703),(60 141.92908),(61 157.80562),(62 155.99538),(63 157.73389),(64 157.74606),(65 158.71933),(66 158.5696),(67 158.95284),(68 156.60422),(69 159.14189),(70 145.40326),(71 159.78601),(72 157.62006),(73 159.11511),(74 158.94035),(75 159.19243),(76 158.55042),(77 158.76326),(78 156.72073),(79 158.81624),
(1 62.48162),(2 83.86623),(3 102.19752),(4 112.252594),(5 120.19202),(6 124.748085),(7 130.10236),(8 130.86359),(9 138.01073),(10 119.94306),(11 142.63219),(12 140.27724),(13 143.90793),(14 144.26685),(15 146.04405),(16 146.1503),(17 147.75737),(18 145.49599),(19 148.80437),(20 128.686),(21 149.68753),(22 147.66531),(23 150.76408),(24 151.12105),(25 152.05453),(26 151.58784),(27 152.48923),(28 150.08023),(29 153.38152),(30 134.51715),(31 153.89702),(32 151.9388),(33 154.85158),(34 155.04688),(35 155.75052),(36 154.94334),(37 155.53271),(38 153.00275),(39 155.39317),(40 137.34496),(41 155.88983),(42 153.9296),(43 156.34854),(44 156.29758),(45 157.0421),(46 156.79488),(47 157.22113),(48 154.88321),(49 157.54497),(50 141.04408),(51 157.92589),(52 155.64777),(53 157.72394),(54 157.38618),(55 157.88843),(56 157.39876),(57 157.748),(58 155.34848),(59 157.38525),(60 142.04759),(61 157.98193),(62 156.50197),(63 158.46472),(64 158.51694),(65 159.48071),(66 158.96332),(67 159.31593),(68 156.94817),(69 159.48175),(70 145.51419),(71 159.80913),(72 157.74649),(73 159.29285),(74 159.23477),(75 159.56276),(76 159.03525),(77 159.32394),(78 157.26057),(79 159.10994),
(1 62.40739),(2 83.67729),(3 102.51747),(4 112.54115),(5 120.60799),(6 124.69444),(7 130.07317),(8 130.96323),(9 138.35193),(10 120.310616),(11 142.89738),(12 140.59665),(13 144.09065),(14 144.3388),(15 146.12811),(16 145.97871),(17 147.48265),(18 144.69862),(19 147.85521),(20 127.790855),(21 149.08551),(22 147.03764),(23 150.17776),(24 149.96964),(25 151.2919),(26 150.60458),(27 151.83296),(28 149.35725),(29 152.57748),(30 134.14215),(31 153.71051),(32 151.55157),(33 154.40086),(34 154.39095),(35 155.40071),(36 154.49393),(37 155.31995),(38 152.64836),(39 155.56581),(40 138.00784),(41 156.36868),(42 154.3528),(43 156.77893),(44 156.3776),(45 157.03233),(46 156.69269),(47 157.49504),(48 154.72136),(49 157.30519),(50 140.91759),(51 157.59601),(52 155.6759),(53 157.77203),(54 157.32875),(55 157.8001),(56 156.96495),(57 157.84181),(58 155.20677),(59 157.34088),(60 141.95815),(61 157.58537),(62 155.80367),(63 157.63408),(64 157.43822),(65 158.31929),(66 157.93271),(67 158.80441),(68 156.50366),(69 159.1979),(70 145.3466),(71 159.36311),(72 157.48788),(73 159.14827),(74 158.66193),(75 158.8059),(76 157.87617),(77 158.53293),(78 156.14406),(79 158.17355),
(1 62.95753),(2 84.517006),(3 103.39515),(4 113.378654),(5 121.9123),(6 125.37179),(7 130.97563),(8 131.654),(9 138.96454),(10 120.390305),(11 143.34947),(12 141.32043),(13 144.88977),(14 144.86205),(15 147.14755),(16 146.6013),(17 148.47359),(18 145.53276),(19 148.55383),(20 128.17581),(21 149.83853),(22 148.1462),(23 151.48743),(24 151.10197),(25 152.75293),(26 151.64323),(27 153.29996),(28 151.05249),(29 154.54625),(30 135.23674),(31 154.75638),(32 152.6994),(33 155.68483),(34 155.27266),(35 156.39328),(36 155.20213),(37 156.52435),(38 154.10854),(39 156.74886),(40 138.50137),(41 157.27779),(42 155.3984),(43 158.01926),(44 157.33554),(45 158.51572),(46 157.79161),(47 158.95647),(48 156.6274),(49 159.15231),(50 142.36128),(51 159.43893),(52 157.75652),(53 159.93576),(54 159.2228),(55 159.97318),(56 158.75702),(57 159.70401),(58 157.18834),(59 159.44003),(60 143.69888),(61 159.64388),(62 158.10072),(63 160.23782),(64 159.57628),(65 160.71321),(66 159.92497),(67 160.77202),(68 158.57056),(69 161.1355),(70 146.72025),(71 161.02238),(72 159.17278),(73 160.5228),(74 159.89413),(75 160.61993),(76 159.54076),(77 160.48062),(78 158.24498),(79 160.25792),
(1 62.844658),(2 84.21659),(3 103.377846),(4 113.047104),(5 121.78778),(6 125.21634),(7 131.3588),(8 131.80568),(9 139.15385),(10 120.72903),(11 143.95627),(12 141.82487),(13 145.70767),(14 145.48114),(15 148.01585),(16 147.20905),(17 149.62828),(18 146.7585),(19 149.96216),(20 129.53418),(21 150.76906),(22 148.87497),(23 152.27275),(24 151.67415),(25 153.39862),(26 152.20782),(27 154.09521),(28 151.4123),(29 154.81357),(30 135.83928),(31 155.327),(32 153.1014),(33 156.13246),(34 155.32462),(35 156.66605),(36 155.06544),(37 156.6896),(38 153.72159),(39 156.4214),(40 138.49942),(41 156.95952),(42 155.1592),(43 157.89478),(44 156.95628),(45 158.31027),(46 157.34888),(47 158.77194),(48 156.25671),(49 158.61757),(50 142.18927),(51 158.72049),(52 156.75589),(53 159.13443),(54 158.37688),(55 159.24239),(56 157.99226),(57 159.29314),(58 156.52036),(59 158.52127),(60 142.93497),(61 158.96118),(62 157.5294),(63 159.7649),(64 159.16927),(65 160.57146),(66 159.74496),(67 161.46872),(68 159.1382),(69 161.69896),(70 147.85474),(71 161.87256),(72 159.81955),(73 161.47961),(74 160.56528),(75 161.12627),(76 159.62679),(77 160.98358),(78 158.47527),(79 160.36496),
(1 63.306263),(2 84.552765),(3 103.96807),(4 113.206245),(5 122.42675),(6 125.2255),(7 131.56912),(8 131.63556),(9 139.17331),(10 120.42068),(11 143.81642),(12 141.62114),(13 145.74408),(14 144.84552),(15 147.58777),(16 146.13116),(17 148.6856),(18 145.54414),(19 148.81367),(20 127.89761),(21 149.80083),(22 148.04442),(23 151.84929),(24 151.01),(25 153.25842),(26 151.70833),(27 153.86528),(28 150.89963),(29 154.5529),(30 135.48653),(31 155.5123),(32 153.42143),(33 156.94333),(34 155.82913),(35 157.67209),(36 155.32176),(37 156.92752),(38 153.57906),(39 156.20216),(40 137.81956),(41 156.64182),(42 154.87492),(43 158.02174),(44 157.01859),(45 158.88765),(46 157.41563),(47 159.46982),(48 156.72311),(49 159.66579),(50 142.94461),(51 159.67128),(52 157.34691),(53 159.93391),(54 158.65651),(55 160.05124),(56 158.03127),(57 159.70403),(58 156.59442),(59 158.82864),(60 143.00294),(61 158.82213),(62 157.04803),(63 159.78534),(64 158.88867),(65 160.77806),(66 159.37236),(67 161.47575),(68 158.71384),(69 161.7951),(70 147.81027),(71 161.94106),(72 159.68405),(73 161.63385),(74 160.57715),(75 161.97859),(76 160.15453),(77 161.6497),(78 158.53612),(79 160.55817),
(1 63.30412),(2 84.70026),(3 103.84931),(4 112.83575),(5 122.31475),(6 125.188484),(7 131.85738),(8 132.10693),(9 139.16763),(10 119.9558),(11 143.58142),(12 141.81757),(13 145.99626),(14 145.30112),(15 148.40044),(16 146.96593),(17 149.70753),(18 146.66989),(19 149.73354),(20 128.83597),(21 150.98595),(22 149.32738),(23 153.20787),(24 152.3608),(25 154.76349),(26 152.79146),(27 155.04422),(28 152.2877),(29 155.44157),(30 136.06053),(31 156.34776),(32 154.14435),(33 157.4757),(34 156.48624),(35 158.5126),(36 156.31604),(37 158.49963),(38 155.1931),(39 157.38724),(40 138.68315),(41 157.74232),(42 156.14682),(43 159.28394),(44 158.20491),(45 160.15561),(46 158.35243),(47 160.42911),(48 157.42848),(49 159.64804),(50 142.58229),(51 160.14917),(52 158.17299),(53 160.70811),(54 159.46024),(55 160.75447),(56 158.54579),(57 160.50098),(58 157.50388),(59 159.52763),(60 143.3953),(61 159.76077),(62 158.38428),(63 160.95573),(64 159.96405),(65 161.76611),(66 160.11456),(67 161.97887),(68 159.31628),(69 161.63805),(70 147.21324),(71 161.71025),(72 159.71593),(73 161.83652),(74 160.82076),(75 162.17871),(76 160.28493),(77 162.30186),(78 159.40173),(79 160.98886),
(1 63.385742),(2 84.38362),(3 103.73468),(4 112.23545),(5 122.00905),(6 124.37235),(7 131.55194),(8 131.72284),(9 139.1998),(10 119.97844),(11 143.65181),(12 141.70949),(13 146.2347),(14 145.06003),(15 148.53488),(16 146.68095),(17 150.00597),(18 146.88298),(19 150.14456),(20 128.89896),(21 150.98201),(22 148.91722),(23 152.83784),(24 151.57396),(25 154.20667),(26 152.07599),(27 154.80289),(28 151.83302),(29 155.27931),(30 135.78499),(31 155.99896),(32 153.59256),(33 157.21414),(34 155.8807),(35 157.99892),(36 155.2922),(37 157.79782),(38 154.3389),(39 156.52585),(40 137.5982),(41 156.72119),(42 154.83713),(43 158.35355),(44 156.86642),(45 159.20532),(46 157.36562),(47 160.04709),(48 156.88979),(49 159.45023),(50 142.3342),(51 159.37047),(52 157.10767),(53 159.92067),(54 158.33377),(55 160.17116),(56 157.71922),(57 160.19112),(58 157.0667),(59 159.28604),(60 143.22057),(61 159.56345),(62 158.01395),(63 160.84978),(64 159.31674),(65 161.23798),(66 159.24174),(67 161.91396),(68 159.15158),(69 161.9301),(70 147.55855),(71 161.83313),(72 159.76988),(73 162.14334),(74 160.89955),(75 162.40341),(76 160.02023),(77 162.38286),(78 159.36107),(79 161.33054),
(1 63.606144),(2 85.02952),(3 104.44708),(4 112.91887),(5 123.063),(6 125.29271),(7 132.4413),(8 132.45465),(9 139.5634),(10 120.17214),(11 144.19264),(12 142.40942),(13 146.97746),(14 145.72781),(15 149.1978),(16 147.39711),(17 150.50507),(18 147.27942),(19 150.16342),(20 128.53693),(21 151.2712),(22 149.65245),(23 153.83472),(24 152.46478),(25 155.4),(26 153.00076),(27 155.90947),(28 153.207),(29 156.56543),(30 136.77345),(31 157.23428),(32 155.12991),(33 158.37851),(34 156.71162),(35 158.88882),(36 156.05168),(37 158.38698),(38 155.05617),(39 157.33334),(40 138.17715),(41 157.68071),(42 155.9487),(43 159.08691),(44 157.62337),(45 160.1465),(46 158.24911),(47 161.08118),(48 158.07265),(49 160.23483),(50 142.86142),(51 160.14409),(52 158.05888),(53 160.9048),(54 159.1418),(55 160.67897),(56 157.84335),(57 160.23636),(58 157.28642),(59 159.13986),(60 142.52898),(61 158.95937),(62 157.78572),(63 160.51859),(64 159.2691),(65 161.34337),(66 159.44682),(67 161.99832),(68 159.34178),(69 161.9297),(70 147.30482),(71 161.70268),(72 159.99432),(73 162.2296),(74 160.64197),(75 161.864),(76 159.58458),(77 162.03145),(78 159.55911),(79 161.47733),
